---,LBS_ID,Name,PosRot,PosX,PosY,PosZ,Content,Zone,Race,Face,Head,Body,Hands,Legs,Feet,Main,Sub,Range,IsVisible
17109797_Reinforcement,17109797,"Reinforcement","188","314.372","-29.976","-118.861","WOTG","East_Ronfaure_S","Elvaan_Male","Elvaan_Male_F2B","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17113860_Infomation,17113860,"Infomation","223","71.500","0.398","-7.731","WOTG","Jugner_Forest_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17113861_Infomation2,17113861,"Infomation2","223","72.500","0.398","-7.731","WOTG","Jugner_Forest_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17113888_Roiloux_RK,17113888,"Roiloux, R.K.","221","70.493","0.398","-9.185","WOTG","Jugner_Forest_S","Elvaan_Male","Elvaan_Male_F2A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Kote","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17113889_Blazing_Lizard_LC,17113889,"Blazing Lizard, L.C.","221","70.493","0.398","-9.185","WOTG","Jugner_Forest_S","Galka","Galka_F2A","Galka_Head_Eisenschaller","Galka_Body_Breastplate","Galka_Hands_Gauntlets","Galka_Legs_Cuisses","Galka_Feet_Eisenschuhs","","","","True"
17113890_Emmah_Laali_MC,17113890,"Emmah Laali, M.C.","221","70.493","0.398","-9.185","WOTG","Jugner_Forest_S","Mithra","Mithra_F2A","Mithra_Head_Eisenschaller","Mithra_Body_Igqira_Weskit","Mithra_Hands_Igqira_Manillas","Mithra_Legs_Bronze_Subligar","Mithra_Feet_Bronze_Leggings","","","","True"
17113895_Larkin_CA,17113895,"Larkin, C.A.","38","50.217","-0.769","51.095","WOTG","Jugner_Forest_S","Hume_Male","Hume_Male_F2A","Hume_Male_Head_Alumine_Salade","Hume_Male_Body_Nobles_Tunic","Hume_Male_Hands_Alumine_Moufles","Hume_Male_Legs_Alumine_Brayettes","Hume_Male_Feet_Alumine_Solerets","","","","True"
17113910_Landeric,17113910,"Landeric","22","-142.401","-1.574","491.033","WOTG","Jugner_Forest_S","Elvaan_Male","Elvaan_Male_F5B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Elvaan_Jerkin","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Default","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17113911_Landeric,17113911,"Landeric","22","-142.401","-1.574","491.033","WOTG","Jugner_Forest_S","Elvaan_Male","Elvaan_Male_F5B","Elvaan_Male_Head_Default","Elvaan_Male_Body_Elvaan_Jerkin","Elvaan_Male_Hands_Elvaan_Gloves","Elvaan_Male_Legs_Default","Elvaan_Male_Feet_Elvaan_M_Ledelsens","","","","True"
17113912_Gate_Sentry,17113912,"Gate Sentry","0","-265.235","-1.399","405.246","WOTG","Jugner_Forest_S","Elvaan_Male","Elvaan_Male_F1A","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17114010_Helmyre,17114010,"Helmyre","64","-120.853","0.000","-152.582","WOTG","Jugner_Forest_S","Elvaan_Female","Elvaan_Female_F2B","Elvaan_Female_Head_Headgear","Elvaan_Female_Body_Bone_Harness","Elvaan_Female_Hands_Linen_Mitts","Elvaan_Female_Legs_Brais","Elvaan_Female_Feet_Battle_Boots","","","","True"
17117925_Infomation,17117925,"Infomation","223","71.500","0.398","-7.731","WOTG","Vunkerl_Inlet_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17117926_Infomation2,17117926,"Infomation2","223","72.500","0.398","-7.731","WOTG","Vunkerl_Inlet_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17117941_Toulsard_RK,17117941,"Toulsard, R.K.","0","-189.480","-39.999","-279.146","WOTG","Vunkerl_Inlet_S","Elvaan_Male","Elvaan_Male_F2B","Elvaan_Male_Head_Royal_Knights_Bascinet","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Gauntlets","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17117942_Feral_Moon_LC,17117942,"Feral Moon, L.C.","0","-189.480","-39.999","-279.146","WOTG","Vunkerl_Inlet_S","Galka","Galka_F2B","Galka_Head_Sallet","Galka_Body_Breastplate","Galka_Hands_Eisenhentzes","Galka_Legs_Cuisses","Galka_Feet_Plate_Leggings","","","","True"
17117943_Kih_Katteh_MC,17117943,"Kih Katteh, M.C.","0","-189.480","-39.999","-279.146","WOTG","Vunkerl_Inlet_S","Mithra","Mithra_F2B","Mithra_Head_Eisenschaller","Mithra_Body_Igqira_Weskit","Mithra_Hands_Gloves","Mithra_Legs_Bronze_Subligar","Mithra_Feet_Gaiters","","","","True"
17117948_Felicia_CA,17117948,"Felicia, C.A.","32","-85.312","-48.086","-272.534","WOTG","Vunkerl_Inlet_S","Hume_Female","Hume_Female_F2B","Hume_Female_Head_Alumine_Salade","Hume_Female_Body_Nobles_Tunic","Hume_Female_Hands_Alumine_Moufles","Hume_Female_Legs_Alumine_Brayettes","Hume_Female_Feet_Alumine_Solerets","","","","True"
17117959_Gate_Sentry,17117959,"Gate Sentry","101","-519.590","-32.584","204.884","WOTG","Vunkerl_Inlet_S","Elvaan_Male","Elvaan_Male_F8B","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17117961_Reinforcement,17117961,"Reinforcement","101","-184.595","-40.159","-278.902","WOTG","Vunkerl_Inlet_S","Elvaan_Male","Elvaan_Male_F7A","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17122058_Duskraven,17122058,"Duskraven","104","-353.000","-23.642","427.229","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F2A","Hume_Male_Head_Aress_Mask","Hume_Male_Body_Chaos_Cuirass_DRK_AF1","Hume_Male_Hands_Dusk_Gloves","Hume_Male_Legs_Chaos_Flanchard_DRK_AF1","Hume_Male_Feet_Chaos_Sollerets_DRK_AF1","","","","True"
17122059_Ferreous_Coffin,17122059,"Ferreous Coffin","178","200.568","15.956","-597.429","WOTG","Batallia_Downs_S","Galka","Galka_F5B","Galka_Head_Clerics_Cap_WHM_AF2","Galka_Body_Clerics_Briault_WHM_AF2","Galka_Hands_Clerics_Mitts_WHM_AF2","Galka_Legs_Clerics_Pantaloons_WHM_AF2","Galka_Feet_Clerics_Duckbills_WHM_AF2","","","","True"
17122083_Infomation,17122083,"Infomation","223","71.500","0.398","-7.731","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17122084_Infomation2,17122084,"Infomation2","223","72.500","0.398","-7.731","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17122099_Myllue_RK,17122099,"Myllue, R.K.","192","225.222","8.739","45.783","WOTG","Batallia_Downs_S","Elvaan_Female","Elvaan_Female_F3A","Elvaan_Female_Head_Royal_Squires_Helm","Elvaan_Female_Body_Royal_Squires_Chainmail","Elvaan_Female_Hands_Royal_Squires_Mufflers","Elvaan_Female_Legs_Royal_Squires_Breeches","Elvaan_Female_Feet_Plate_Leggings","","","","True"
17122100_Granite_Fist_LC,17122100,"Granite Fist, L.C.","192","225.222","8.739","45.783","WOTG","Batallia_Downs_S","Galka","Galka_F3A","Galka_Head_Eisenschaller","Galka_Body_Breastplate","Galka_Hands_Gauntlets","Galka_Legs_Cuisses","Galka_Feet_Eisenschuhs","","","","True"
17122101_Rhu_Arlohtt_MC,17122101,"Rhu Arlohtt, M.C.","192","225.222","8.739","45.783","WOTG","Batallia_Downs_S","Mithra","Mithra_F3A","Mithra_Head_Eisenschaller","Mithra_Body_Igqira_Weskit","Mithra_Hands_Igqira_Manillas","Mithra_Legs_Bronze_Subligar","Mithra_Feet_Bronze_Leggings","","","","True"
17122106_Telford_CA,17122106,"Telford, C.A.","224","301.940","-1.000","-146.436","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F3A","Hume_Male_Head_Alumine_Salade","Hume_Male_Body_Nobles_Tunic","Hume_Male_Hands_Alumine_Moufles","Hume_Male_Legs_Alumine_Brayettes","Hume_Male_Feet_Alumine_Solerets","","","","True"
17122125_Eberhard,17122125,"Eberhard","182","57.464","-13.999","138.624","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F3B","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122126_Romualdo,17122126,"Romualdo","126","54.304","-13.836","141.055","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F2A","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122127_Bramwell,17122127,"Bramwell","189","141.302","-6.006","-376.025","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F8B","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122128_Ellison,17122128,"Ellison","173","144.093","-5.999","-378.661","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F4B","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122129_Milburn,17122129,"Milburn","70","-222.021","-21.999","140.849","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F5B","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122130_Wilfred,17122130,"Wilfred","126","-222.150","-22.000","141.730","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F6B","Hume_Male_Head_Default","Hume_Male_Body_Chainmail","Hume_Male_Hands_Chain_Mittens","Hume_Male_Legs_Chain_Hose","Hume_Male_Feet_Greaves","","","","True"
17122136_Thorben,17122136,"Thorben","26","175.346","8.038","-419.244","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F3A","Hume_Male_Head_Sallet","Hume_Male_Body_Breastplate","Hume_Male_Hands_Gauntlets","Hume_Male_Legs_Cuisses","Hume_Male_Feet_Plate_Leggings","","","","True"
17122137_Bernhard,17122137,"Bernhard","125","183.584","8.087","-417.570","WOTG","Batallia_Downs_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Sallet","Hume_Male_Body_Breastplate","Hume_Male_Hands_Gauntlets","Hume_Male_Legs_Cuisses","Hume_Male_Feet_Plate_Leggings","","","","True"
17122143_Deumiot,17122143,"Deumiot","192","-396.952","-15.914","-154.271","WOTG","Batallia_Downs_S","Elvaan_Male","Elvaan_Male_F7A","Elvaan_Male_Head_Royal_Knights_Bascinet","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17122171_Gate_Sentry,17122171,"Gate Sentry","195","-403.221","-16.422","-154.457","WOTG","Batallia_Downs_S","Elvaan_Female","Elvaan_Female_F2A","Elvaan_Female_Head_Royal_Squires_Helm","Elvaan_Female_Body_Royal_Squires_Chainmail","Elvaan_Female_Hands_Royal_Squires_Mufflers","Elvaan_Female_Legs_Royal_Squires_Breeches","Elvaan_Female_Feet_Royal_Squires_Sollerets","","","","True"
17122173_Reinforcement,17122173,"Reinforcement","163","-36.368","-0.601","118.206","WOTG","Batallia_Downs_S","Elvaan_Male","Elvaan_Male_F2B","Elvaan_Male_Head_Royal_Squires_Helm","Elvaan_Male_Body_Royal_Squires_Chainmail","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Royal_Squires_Breeches","Elvaan_Male_Feet_Royal_Squires_Sollerets","","","","True"
17122261_Atmacite_Refiner,17122261,"Atmacite Refiner","156","428.549","8.352","-137.500","VOIDWATCH","Batallia_Downs_S","Elvaan_Male","Elvaan_Male_F3A","Elvaan_Male_Head_Circlet","Elvaan_Male_Body_Iron_Musketeers_Cuirass","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Cuisses","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17122262_Voidwatch_Officer,17122262,"Voidwatch Officer","156","429.500","8.250","-135.500","VOIDWATCH","Batallia_Downs_S","Elvaan_Male","Elvaan_Male_F1B","Elvaan_Male_Head_Circlet","Elvaan_Male_Body_Iron_Musketeers_Cuirass","Elvaan_Male_Hands_Royal_Squires_Mufflers","Elvaan_Male_Legs_Cuisses","Elvaan_Male_Feet_Plate_Leggings","","","","True"
17122288_Shanene,17122288,"Shanene","0","161.183","0.468","91.111","WOTG","Batallia_Downs_S","Tarutaru","Tarutaru_Female_F6B","Tarutaru_Head_Argute_Mortarboard_SCH_AF2","Tarutaru_Body_War_Aketon","Tarutaru_Hands_Argute_Bracers_SCH_AF2","Tarutaru_Legs_Argute_Pants_SCH_AF2","Tarutaru_Feet_Argute_Loafers_SCH_AF2","","","","True"
17126078_Infomation,17126078,"Infomation","6","211.046","-0.038","-23.966","WOTG","La_Vaule_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17126079_Infomation2,17126079,"Infomation2","6","212.046","-0.038","-23.966","WOTG","La_Vaule_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17126093_Framaraix_TK,17126093,"Framaraix, T.K.","16","210.310","-0.518","-8.659","WOTG","La_Vaule_S","Elvaan_Male","Elvaan_Male_F3A","Elvaan_Male_Head_Centurions_Visor","Elvaan_Male_Body_Silk_Cloak","Elvaan_Male_Hands_Iron_Musketeers_Gauntlets","Elvaan_Male_Legs_Centurions_Cuisses","Elvaan_Male_Feet_Iron_Musketeers_Sabatons","","","","True"
17126094_Aloysius_IM,17126094,"Aloysius, I.M.","16","210.310","-0.518","-8.659","WOTG","La_Vaule_S","Hume_Male","Hume_Male_F3B","Hume_Male_Head_Sallet","Hume_Male_Body_Crow_Jupon","Hume_Male_Hands_Crow_Bracers","Hume_Male_Legs_Crow_Hose","Hume_Male_Feet_Crow_Gaiters","","","","True"
17126095_FlascoRasco_CC,17126095,"Flasco-Rasco, C.C.","16","210.310","-0.518","-8.659","WOTG","La_Vaule_S","Tarutaru","Tarutaru_Female_F3A","Tarutaru_Head_Tactician_Magicians_Hat","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Black_Mitts","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Moccasins","","","","True"
17126100_Radnor_CA,17126100,"Radnor, C.A.","251","216.689","-0.345","25.508","WOTG","La_Vaule_S","Hume_Male","Hume_Male_F4B","Hume_Male_Head_Alumine_Salade","Hume_Male_Body_Nobles_Tunic","Hume_Male_Hands_Alumine_Moufles","Hume_Male_Legs_Alumine_Brayettes","Hume_Male_Feet_Alumine_Solerets","","","","True"
17133939_Kevan,17133939,"Kevan","189","-308.590","-11.999","-94.227","BASE_GAME","Bastok_Markets_S","Hume_Male","Hume_Male_F7B","Hume_Male_Head_Alumine_Salade","Hume_Male_Body_Hydra_Doublet","Hume_Male_Hands_Alumine_Moufles","Hume_Male_Legs_Alumine_Brayettes","Hume_Male_Feet_Alumine_Solerets","","","","True"
17133960_Infomation,17133960,"Infomation","0","-242.031","-0.500","88.584","BASE_GAME","Bastok_Markets_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17133961_Infomation2,17133961,"Infomation2","0","-242.031","-0.500","87.584","BASE_GAME","Bastok_Markets_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Default","Hume_Male_Body_Default","Hume_Male_Hands_Default","Hume_Male_Legs_Default","Hume_Male_Feet_Default","","","","True"
17133962_Bartholomaus_Krueger,17133962,"Bartholomaus Krueger","21","-64.198","-6.000","-72.806","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F1A","Hume_Male_Head_Duelists_Chapeau_RDM_AF2","Hume_Male_Body_Crow_Jupon","Hume_Male_Hands_Crow_Bracers","Hume_Male_Legs_Crow_Hose","Hume_Male_Feet_Crow_Gaiters","","","","True"
17133963_Maximilian_Berger,17133963,"Maximilian Berger","27","-357.516","-10.002","-177.571","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_Maximilian","Hume_Male_Head_Default","Hume_Male_Body_Bastokan_Armor","Hume_Male_Hands_Bastokan_Armor","Hume_Male_Legs_Royal_Knights_Breeches","Hume_Male_Feet_Royal_Knights_Sollerets","","","","True"
17133964_Ludwig_Eichberg,17133964,"Ludwig Eichberg","180","-196.433","1.999","-154.228","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Bastokan_Armor","Hume_Male_Body_Bastokan_Armor","Hume_Male_Hands_Bastokan_Armor","Hume_Male_Legs_Bastokan_Armor","Hume_Male_Feet_Bastokan_Armor","","","","True"
17133966_Kurt,17133966,"Kurt","153","-54.969","-4.000","-102.028","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F8B","Hume_Male_Head_Ninja_Hatsuburi_NIN_AF1","Hume_Male_Body_Crow_Jupon","Hume_Male_Hands_Crow_Bracers","Hume_Male_Legs_Crow_Hose","Hume_Male_Feet_Crow_Gaiters","","","","True"
17133967_Invincible_Shield,17133967,"Invincible Shield","245","-238.584","0.000","94.993","WOTG","Bastok_Markets_S","Galka","Galka_F2B","Galka_Head_Sallet","Galka_Body_Breastplate","Galka_Hands_Gauntlets","Galka_Legs_Brais","Galka_Feet_Plate_Leggings","","","","True"
17133968_Adelheid_Sturm,17133968,"Adelheid Sturm","165","-194.791","-9.999","-12.419","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F1A","Hume_Female_Head_Scholars_Mortarboard_SCH_AF1","Hume_Female_Body_Scholars_Gown_SCH_AF1","Hume_Female_Hands_Scholars_Bracers_DNC_AF1","Hume_Female_Legs_Scholars_Pants_SCH_AF1","Hume_Female_Feet_Scholars_Loafers_SCH_AF1","","","","True"
17133969_Sonia,17133969,"Sonia","212","-319.135","-12.000","-67.652","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F6A","Hume_Female_Head_Dancers_Tiara_DNC_AF1","Hume_Female_Body_Dancers_Casaque_DNC_AF1","Hume_Female_Hands_Dancers_Bangles_DNC_AF1","Hume_Female_Legs_Dancers_Tights_DNC_AF1","Hume_Female_Feet_Dancers_Shoes_DNC_AF1","","","","True"
17133970_Striking_Bull,17133970,"Striking Bull","183","-196.641","1.999","-151.841","WOTG","Bastok_Markets_S","Galka","Galka_F5A","Galka_Head_Adaman_Barbuta","Galka_Body_Adaman_Cuirass","Galka_Hands_Adaman_Gauntlets","Galka_Legs_Adaman_Cuisses","Galka_Feet_Adaman_Sabatons","","","","True"
17133971_Else,17133971,"Else","230","-347.650","-10.002","-182.159","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F3A","Hume_Female_Head_Fourth_Division_Haube","Hume_Female_Body_Bastokan_Armor","Hume_Female_Hands_Bastokan_Armor","Hume_Female_Legs_Bastokan_Armor","Hume_Female_Feet_Bastokan_Armor","","","","True"
17133985_Hostarfaux_TK,17133985,"Hostarfaux, T.K.","0","-249.571","0.000","88.633","WOTG","Bastok_Markets_S","Elvaan_Male","Elvaan_Male_F8A","Elvaan_Male_Head_Default","Elvaan_Male_Body_Silk_Cloak","Elvaan_Male_Hands_Iron_Musketeers_Gauntlets","Elvaan_Male_Legs_Centurions_Cuisses","Elvaan_Male_Feet_Iron_Musketeers_Sabatons","","","","True"
17133986_Waldemar_IM,17133986,"Waldemar, I.M.","0","-249.571","0.000","88.633","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F6B","Hume_Male_Head_Sallet","Hume_Male_Body_Crow_Jupon","Hume_Male_Hands_Crow_Bracers","Hume_Male_Legs_Crow_Hose","Hume_Male_Feet_Crow_Gaiters","","","","True"
17133987_RalkaHaralka_CC,17133987,"Ralka-Haralka, C.C.","0","-249.571","0.000","88.633","WOTG","Bastok_Markets_S","Tarutaru","Tarutaru_Female_F8A","Tarutaru_Head_Tactician_Magicians_Hat","Tarutaru_Body_Tactician_Magicians_Coat","Tarutaru_Hands_Tactician_Magicians_Cuffs","Tarutaru_Legs_Tactician_Magicians_Slops","Tarutaru_Feet_Tactician_Magicians_Pigaches","","","","True"
17133992_Cordell_CA,17133992,"Cordell, C.A.","125","-230.505","-6.000","-64.199","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F8A","Hume_Male_Head_Alumine_Salade","Hume_Male_Body_Nobles_Tunic","Hume_Male_Hands_Alumine_Moufles","Hume_Male_Legs_Alumine_Brayettes","Hume_Male_Feet_Alumine_Solerets","","","","True"
17133993_Narkissa_CA,17133993,"Narkissa, C.A.","22","-318.933","-11.999","-44.823","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F8A","Hume_Female_Head_Alumine_Salade","Hume_Female_Body_Nobles_Tunic","Hume_Female_Hands_Alumine_Moufles","Hume_Female_Legs_Alumine_Brayettes","Hume_Female_Feet_Alumine_Solerets","","","","True"
17134019_Werei,17134019,"Werei","187","-245.235","-12.000","-84.413","WOTG","Bastok_Markets_S","Galka","Galka_F3A","Galka_Head_Default","Galka_Body_Kenpogi","Galka_Hands_Default","Galka_Legs_Linen_Slacks","Galka_Feet_Ash_Clogs","","","","True"
17134021_Zazarg,17134021,"Zazarg","105","-202.950","-5.019","78.557","WOTG","Bastok_Markets_S","Galka","Galka_F8B","Galka_Head_Centurions_Visor","Galka_Body_Mythril_Breastplate","Galka_Hands_Mythril_Gauntlets","Galka_Legs_Mythril_Cuisses","Galka_Feet_Dragon_Leggings","","","","True"
17134029_Angry_Bull,17134029,"Angry Bull","188","-202.196","1.999","-156.630","WOTG","Bastok_Markets_S","Galka","Galka_F5A","Galka_Head_Mythril_Sallet","Galka_Body_Mythril_Breastplate","Galka_Hands_Mythril_Gauntlets","Galka_Legs_Mythril_Cuisses","Galka_Feet_Mythril_Leggings","","","","True"
17134030_Adelbrecht,17134030,"Adelbrecht","2","-325.766","-12.601","-76.977","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F3B","Hume_Male_Head_Centurions_Visor","Hume_Male_Body_Mythril_Breastplate","Hume_Male_Hands_Mythril_Gauntlets","Hume_Male_Legs_Mythril_Cuisses","Hume_Male_Feet_Mythril_Leggings","","","","True"
17134031_Adelinde,17134031,"Adelinde","243","-218.156","-7.999","27.241","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F1A","Hume_Female_Head_Default","Hume_Female_Body_Leather_Vest","Hume_Female_Hands_Leather_Gloves","Hume_Female_Legs_Leather_Trousers","Hume_Female_Feet_Leather_Highboots","","","","True"
17134032_Engelhart,17134032,"Engelhart","191","-80.085","-4.425","-125.327","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F5A","Hume_Male_Head_Green_Beret","Hume_Male_Body_Battle_Jupon","Hume_Male_Hands_Default","Hume_Male_Legs_Tactician_Magicians_Slops","Hume_Male_Feet_Tactician_Magicians_Pigaches","","","","True"
17134034_Matthias,17134034,"Matthias","127","-113.779","-4.325","-107.983","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F2B","Hume_Male_Head_Noct_Beret","Hume_Male_Body_Noct_Doublet","Hume_Male_Hands_Noct_Gloves","Hume_Male_Legs_Noct_Brais","Hume_Male_Feet_Noct_Gaiters","","","","True"
17134036_Nudara,17134036,"Nudara","103","-178.803","-6.000","-65.294","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F5A","Hume_Female_Head_Default","Hume_Female_Body_Goldsmiths_Apron","Hume_Female_Hands_Default","Hume_Female_Legs_Lizard_Trousers","Hume_Female_Feet_Hume_F_Boots","","","","True"
17134037_Biggorf,17134037,"Biggorf","3","-210.139","1.999","-140.872","WOTG","Bastok_Markets_S","Galka","Galka_F8A","Galka_Head_Default","Galka_Body_Tunic","Galka_Hands_Default","Galka_Legs_Brais","Galka_Feet_Gaiters","","","","True"
17134038_Gentle_Tiger,17134038,"Gentle Tiger","8","-203.932","-9.998","2.237","WOTG","Bastok_Markets_S","Galka","Galka_F2A","Galka_Head_Sallet","Galka_Body_Breastplate","Galka_Hands_Gauntlets","Galka_Legs_Cuisses","Galka_Feet_Plate_Leggings","","","","True"
17134039_Raginmund,17134039,"Raginmund","194","-59.180","-4.000","-138.995","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F1B","Hume_Male_Head_Default","Hume_Male_Body_Robe","Hume_Male_Hands_Cuffs","Hume_Male_Legs_Slops","Hume_Male_Feet_Ash_Clogs","","","","True"
17134040_Friedhold,17134040,"Friedhold","222","-357.237","-10.002","-169.984","WOTG","Bastok_Markets_S","Hume_Male","Hume_Male_F1A","Hume_Male_Head_Default","Hume_Male_Body_Breastplate","Hume_Male_Hands_Gauntlets","Hume_Male_Legs_Cuisses","Hume_Male_Feet_Plate_Leggings","","","","True"
17134042_Bottomless_Gorge,17134042,"Bottomless Gorge","163","-281.780","-12.499","-65.381","WOTG","Bastok_Markets_S","Galka","Galka_F7B","Galka_Head_Default","Galka_Body_Breastplate","Galka_Hands_Gauntlets","Galka_Legs_Cuisses","Galka_Feet_Plate_Leggings","","","","True"
17134045_Wilhelmina,17134045,"Wilhelmina","203","-158.092","-4.000","-120.077","WOTG","Bastok_Markets_S","Hume_Female","Hume_Female_F4A","Hume_Female_Head_Default","Hume_Female_Body_War_Aketon","Hume_Female_Hands_War_Gloves","Hume_Female_Legs_War_Brais","Hume_Female_Feet_War_Boots","","","","True"
