---,Level,Name,Description,Slot,Mesh,Race
Elvaan_Female_Legs_Shura_Haidate,"1","Shura Haidate","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shura_Haidate/Shura_Haidate.Shura_Haidate'","Elvaan_Female"
Elvaan_Female_Legs_Zenith_Slacks,"1","Zenith Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Zenith_Slacks/Zenith_Slacks.Zenith_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Dusk_Trousers,"1","Dusk Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Dusk_Trousers/Dusk_Trousers.Dusk_Trousers'","Elvaan_Female"
Elvaan_Female_Legs_Dragon_Subligar,"1","Dragon Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Dragon_Subligar/Dragon_Subligar.Dragon_Subligar'","Elvaan_Female"
Elvaan_Female_Legs_Warriors_Cuisses_WAR_AF2,"1","Warrior's Cuisses (WAR AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Warriors_Cuisses_WAR_AF2/Warriors_Cuisses_WAR_AF2.Warriors_Cuisses_WAR_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Melee_Hose_MNK_AF2,"1","Melee Hose (MNK AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Melee_Hose_MNK_AF2/Melee_Hose_MNK_AF2.Melee_Hose_MNK_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Clerics_Pantaloons_WHM_AF2,"1","Cleric's Pantaloons (WHM AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Clerics_Pantaloons_WHM_AF2/Clerics_Pantaloons_WHM_AF2.Clerics_Pantaloons_WHM_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Sorcerers_Tonban_BLM_AF2,"1","Sorcerer's Tonban (BLM AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Sorcerers_Tonban_BLM_AF2/Sorcerers_Tonban_BLM_AF2.Sorcerers_Tonban_BLM_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Duelists_Tights_RDM_AF2,"1","Duelist's Tights (RDM AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Duelists_Tights_RDM_AF2/Duelists_Tights_RDM_AF2.Duelists_Tights_RDM_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Assassins_Culotte_THF_AF2,"1","Assassin's Culotte (THF AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Assassins_Culotte_THF_AF2/Assassins_Culotte_THF_AF2.Assassins_Culotte_THF_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Valor_Breeches_PLD_AF2,"1","Valor Breeches (PLD AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Valor_Breeches_PLD_AF2/Valor_Breeches_PLD_AF2.Valor_Breeches_PLD_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Abyss_Flanchard_DRK_AF2,"1","Abyss Flanchard (DRK AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Abyss_Flanchard_DRK_AF2/Abyss_Flanchard_DRK_AF2.Abyss_Flanchard_DRK_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Monster_Trousers_BST_AF2,"1","Monster Trousers (BST AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Monster_Trousers_BST_AF2/Monster_Trousers_BST_AF2.Monster_Trousers_BST_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Bards_Cannions_BRD_AF2,"1","Bard's Cannions (BRD AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Bards_Cannions_BRD_AF2/Bards_Cannions_BRD_AF2.Bards_Cannions_BRD_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Scouts_Braccae_RNG_AF2,"1","Scout's Braccae (RNG AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Scouts_Braccae_RNG_AF2/Scouts_Braccae_RNG_AF2.Scouts_Braccae_RNG_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Saotome_Haidate_SAM_AF2,"1","Saotome Haidate (SAM AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Saotome_Haidate_SAM_AF2/Saotome_Haidate_SAM_AF2.Saotome_Haidate_SAM_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Koga_Hakama_NIN_AF2,"1","Koga Hakama (NIN AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Koga_Hakama_NIN_AF2/Koga_Hakama_NIN_AF2.Koga_Hakama_NIN_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Wyrm_Brais_DRG_AF2,"1","Wyrm Brais (DRG AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Wyrm_Brais_DRG_AF2/Wyrm_Brais_DRG_AF2.Wyrm_Brais_DRG_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Summoners_Spats_SMN_AF2,"1","Summoner's Spats (SMN AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Summoners_Spats_SMN_AF2/Summoners_Spats_SMN_AF2.Summoners_Spats_SMN_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Mirage_Shalwar_BLU_AF2,"1","Mirage Shalwar (BLU AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Mirage_Shalwar_BLU_AF2/Mirage_Shalwar_BLU_AF2.Mirage_Shalwar_BLU_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Commodore_Culotte_COR_AF2,"1","Commodore Culotte (COR AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Commodore_Culotte_COR_AF2/Commodore_Culotte_COR_AF2.Commodore_Culotte_COR_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Pantin_Churidars_PUP_AF2,"1","Pantin Churidars (PUP AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Pantin_Churidars_PUP_AF2/Pantin_Churidars_PUP_AF2.Pantin_Churidars_PUP_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Etoile_Tights_DNC_AF2,"1","Etoile Tights (DNC AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Etoile_Tights_DNC_AF2/Etoile_Tights_DNC_AF2.Etoile_Tights_DNC_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Argute_Pants_SCH_AF2,"1","Argute Pants (SCH AF2)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Argute_Pants_SCH_AF2/Argute_Pants_SCH_AF2.Argute_Pants_SCH_AF2'","Elvaan_Female"
Elvaan_Female_Legs_Austere_Slops,"1","Austere Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Austere_Slops/Austere_Slops.Austere_Slops'","Elvaan_Female"
Elvaan_Female_Legs_Opaline_Hose,"1","Opaline Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Opaline_Hose/Opaline_Hose.Opaline_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Hydra_Tights,"1","Hydra Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hydra_Tights/Hydra_Tights.Hydra_Tights'","Elvaan_Female"
Elvaan_Female_Legs_Shade_Tights,"1","Shade Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shade_Tights/Shade_Tights.Shade_Tights'","Elvaan_Female"
Elvaan_Female_Legs_Garish_Slacks,"1","Garish Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Garish_Slacks/Garish_Slacks.Garish_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Seers_Slacks,"1","Seer's Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Seers_Slacks/Seers_Slacks.Seers_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Hydra_Brais,"1","Hydra Brais","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hydra_Brais/Hydra_Brais.Hydra_Brais'","Elvaan_Female"
Elvaan_Female_Legs_Noct_Brais,"1","Noct Brais","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Noct_Brais/Noct_Brais.Noct_Brais'","Elvaan_Female"
Elvaan_Female_Legs_Bison_Kecks,"1","Bison Kecks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Bison_Kecks/Bison_Kecks.Bison_Kecks'","Elvaan_Female"
Elvaan_Female_Legs_Shair_Seraweels,"1","Sha'ir Seraweels","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shair_Seraweels/Shair_Seraweels.Shair_Seraweels'","Elvaan_Female"
Elvaan_Female_Legs_Barone_Cosciales,"1","Barone Cosciales","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Barone_Cosciales/Barone_Cosciales.Barone_Cosciales'","Elvaan_Female"
Elvaan_Female_Legs_Igqira_Lappa,"1","Igqira Lappa","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Igqira_Lappa/Igqira_Lappa.Igqira_Lappa'","Elvaan_Female"
Elvaan_Female_Legs_Eisendiechlings,"1","Eisendiechlings","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Eisendiechlings/Eisendiechlings.Eisendiechlings'","Elvaan_Female"
Elvaan_Female_Legs_Lords_Cuisses,"1","Lord's Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Lords_Cuisses/Lords_Cuisses.Lords_Cuisses'","Elvaan_Female"
Elvaan_Female_Legs_Zodiac_Subligar,"1","Zodiac Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Zodiac_Subligar/Zodiac_Subligar.Zodiac_Subligar'","Elvaan_Female"
Elvaan_Female_Legs_Femina_Subligar,"1","Femina Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Femina_Subligar/Femina_Subligar.Femina_Subligar'","Elvaan_Female"
Elvaan_Female_Legs_Hachiman_Hakama,"1","Hachiman Hakama","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hachiman_Hakama/Hachiman_Hakama.Hachiman_Hakama'","Elvaan_Female"
Elvaan_Female_Legs_Blessed_Trousers,"1","Blessed Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Blessed_Trousers/Blessed_Trousers.Blessed_Trousers'","Elvaan_Female"
Elvaan_Female_Legs_Wise_Braconi,"1","Wise Braconi","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Wise_Braconi/Wise_Braconi.Wise_Braconi'","Elvaan_Female"
Elvaan_Female_Legs_Unicorn_Subligar,"1","Unicorn Subligar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Unicorn_Subligar/Unicorn_Subligar.Unicorn_Subligar'","Elvaan_Female"
Elvaan_Female_Legs_Traders_Slops,"1","Trader's Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Traders_Slops/Traders_Slops.Traders_Slops'","Elvaan_Female"
Elvaan_Female_Legs_Alumine_Brayettes,"1","Alumine Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Alumine_Brayettes/Alumine_Brayettes.Alumine_Brayettes'","Elvaan_Female"
Elvaan_Female_Legs_Black_Cuisses,"1","Black Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Black_Cuisses/Black_Cuisses.Black_Cuisses'","Elvaan_Female"
Elvaan_Female_Legs_Nashira_Seraweels,"1","Nashira Seraweels","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Nashira_Seraweels/Nashira_Seraweels.Nashira_Seraweels'","Elvaan_Female"
Elvaan_Female_Legs_Homam_Cosciales,"1","Homam Cosciales","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Homam_Cosciales/Homam_Cosciales.Homam_Cosciales'","Elvaan_Female"
Elvaan_Female_Legs_Traders_Slops_Black,"1","Trader's Slops (Black)","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Traders_Slops_Black/Traders_Slops_Black.Traders_Slops_Black'","Elvaan_Female"
Elvaan_Female_Legs_Crow_Hose,"1","Crow Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Crow_Hose/Crow_Hose.Crow_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Hydra_Brayettes,"1","Hydra Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hydra_Brayettes/Hydra_Brayettes.Hydra_Brayettes'","Elvaan_Female"
Elvaan_Female_Legs_Hydra_Hose,"1","Hydra Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hydra_Hose/Hydra_Hose.Hydra_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Sipahi_Zerehs,"1","Sipahi Zerehs","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Sipahi_Zerehs/Sipahi_Zerehs.Sipahi_Zerehs'","Elvaan_Female"
Elvaan_Female_Legs_Jaridah_Salvars,"1","Jaridah Salvars","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Jaridah_Salvars/Jaridah_Salvars.Jaridah_Salvars'","Elvaan_Female"
Elvaan_Female_Legs_Amir_Dirs,"1","Amir Dirs","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Amir_Dirs/Amir_Dirs.Amir_Dirs'","Elvaan_Female"
Elvaan_Female_Legs_Pahluwan_Seraweels,"1","Pahluwan Seraweels","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Pahluwan_Seraweels/Pahluwan_Seraweels.Pahluwan_Seraweels'","Elvaan_Female"
Elvaan_Female_Legs_Yigit_Seraweels,"1","Yigit Seraweels","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Yigit_Seraweels/Yigit_Seraweels.Yigit_Seraweels'","Elvaan_Female"
Elvaan_Female_Legs_Elvaan_Shorts,"1","Elvaan Shorts","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Elvaan_Shorts/Elvaan_Shorts.Elvaan_Shorts'","Elvaan_Female"
Elvaan_Female_Legs_Aress_Flanchard,"1","Ares's Flanchard","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Aress_Flanchard/Aress_Flanchard.Aress_Flanchard'","Elvaan_Female"
Elvaan_Female_Legs_Skadis_Chausses,"1","Skadi's Chausses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Skadis_Chausses/Skadis_Chausses.Skadis_Chausses'","Elvaan_Female"
Elvaan_Female_Legs_Usukane_Hizayoroi,"1","Usukane Hizayoroi","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Usukane_Hizayoroi/Usukane_Hizayoroi.Usukane_Hizayoroi'","Elvaan_Female"
Elvaan_Female_Legs_Marduks_Shalwar,"1","Marduk's Shalwar","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Marduks_Shalwar/Marduks_Shalwar.Marduks_Shalwar'","Elvaan_Female"
Elvaan_Female_Legs_Morrigans_Slops,"1","Morrigan's Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Morrigans_Slops/Morrigans_Slops.Morrigans_Slops'","Elvaan_Female"
Elvaan_Female_Legs_Goliard_Trews,"1","Goliard Trews","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Goliard_Trews/Goliard_Trews.Goliard_Trews'","Elvaan_Female"
Elvaan_Female_Legs_Denali_Kecks,"1","Denali Kecks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Denali_Kecks/Denali_Kecks.Denali_Kecks'","Elvaan_Female"
Elvaan_Female_Legs_Askar_Dirs,"1","Askar Dirs","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Askar_Dirs/Askar_Dirs.Askar_Dirs'","Elvaan_Female"
Elvaan_Female_Legs_Shadow_Cuishes,"1","Shadow Cuishes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shadow_Cuishes/Shadow_Cuishes.Shadow_Cuishes'","Elvaan_Female"
Elvaan_Female_Legs_Shadow_Trews,"1","Shadow Trews","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shadow_Trews/Shadow_Trews.Shadow_Trews'","Elvaan_Female"
Elvaan_Female_Legs_Cobra_Unit_Trousers,"1","Cobra Unit Trousers","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Cobra_Unit_Trousers/Cobra_Unit_Trousers.Cobra_Unit_Trousers'","Elvaan_Female"
Elvaan_Female_Legs_Cobra_Unit_Slops,"1","Cobra Unit Slops","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Cobra_Unit_Slops/Cobra_Unit_Slops.Cobra_Unit_Slops'","Elvaan_Female"
Elvaan_Female_Legs_Iron_Ram_Breeches,"1","Iron Ram Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Iron_Ram_Breeches/Iron_Ram_Breeches.Iron_Ram_Breeches'","Elvaan_Female"
Elvaan_Female_Legs_Fourth_Division_Breeches,"1","Fourth Division Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Fourth_Division_Breeches/Fourth_Division_Breeches.Fourth_Division_Breeches'","Elvaan_Female"
Elvaan_Female_Legs_Bastokan_Armor,"1","Bastokan Armor","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Bastokan_Armor/Bastokan_Armor.Bastokan_Armor'","Elvaan_Female"
Elvaan_Female_Legs_San_dOrian_Armor,"1","San d'Orian Armor","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/San_dOrian_Armor/San_dOrian_Armor.San_dOrian_Armor'","Elvaan_Female"
Elvaan_Female_Legs_Magna_Shorts,"1","Magna Shorts","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Magna_Shorts/Magna_Shorts.Magna_Shorts'","Elvaan_Female"
Elvaan_Female_Legs_Hachiryu_Haidate,"1","Hachiryu Haidate","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Hachiryu_Haidate/Hachiryu_Haidate.Hachiryu_Haidate'","Elvaan_Female"
Elvaan_Female_Legs_Blizter_Poleyn,"1","Blizter Poleyn","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Blizter_Poleyn/Blizter_Poleyn.Blizter_Poleyn'","Elvaan_Female"
Elvaan_Female_Legs_Desultor_Tassets,"1","Desultor Tassets","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Desultor_Tassets/Desultor_Tassets.Desultor_Tassets'","Elvaan_Female"
Elvaan_Female_Legs_Tatsumaki_Sitagoromo,"1","Tatsumaki Sitagoromo","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Tatsumaki_Sitagoromo/Tatsumaki_Sitagoromo.Tatsumaki_Sitagoromo'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Cuisses,"1","Ebon Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Cuisses/Ebon_Cuisses.Ebon_Cuisses'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Cuisses,"1","Furia Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Cuisses/Furia_Cuisses.Furia_Cuisses'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Cuisses,"1","Ebur Cuisses","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Cuisses/Ebur_Cuisses.Ebur_Cuisses'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Breeches,"1","Ebon Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Breeches/Ebon_Breeches.Ebon_Breeches'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Breeches,"1","Furia Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Breeches/Furia_Breeches.Furia_Breeches'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Breeches,"1","Ebur Breeches","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Breeches/Ebur_Breeches.Ebur_Breeches'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Brayettes,"1","Ebon Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Brayettes/Ebon_Brayettes.Ebon_Brayettes'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Brayettes,"1","Furia Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Brayettes/Furia_Brayettes.Furia_Brayettes'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Brayettes,"1","Ebur Brayettes","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Brayettes/Ebur_Brayettes.Ebur_Brayettes'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Hose,"1","Ebon Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Hose/Ebon_Hose.Ebon_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Hose,"1","Furia Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Hose/Furia_Hose.Furia_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Hose,"1","Ebur Hose","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Hose/Ebur_Hose.Ebur_Hose'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Brias,"1","Ebon Brias","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Brias/Ebon_Brias.Ebon_Brias'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Brias,"1","Furia Brias","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Brias/Furia_Brias.Furia_Brias'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Brias,"1","Ebur Brias","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Brias/Ebur_Brias.Ebur_Brias'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Braccae,"1","Ebon Braccae","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Braccae/Ebon_Braccae.Ebon_Braccae'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Braccae,"1","Furia Braccae","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Braccae/Furia_Braccae.Furia_Braccae'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Braccae,"1","Ebur Braccae","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Braccae/Ebur_Braccae.Ebur_Braccae'","Elvaan_Female"
Elvaan_Female_Legs_Shikkoku_Haidate,"1","Shikkoku Haidate","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shikkoku_Haidate/Shikkoku_Haidate.Shikkoku_Haidate'","Elvaan_Female"
Elvaan_Female_Legs_Shinku_Haidate,"1","Shinku Haidate","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Shinku_Haidate/Shinku_Haidate.Shinku_Haidate'","Elvaan_Female"
Elvaan_Female_Legs_Ginhaku_Haidate,"1","Ginhaku Haidate","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ginhaku_Haidate/Ginhaku_Haidate.Ginhaku_Haidate'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Tights,"1","Ebon Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Tights/Ebon_Tights.Ebon_Tights'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Tights,"1","Furia Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Tights/Furia_Tights.Furia_Tights'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Tights,"1","Ebur Tights","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Tights/Ebur_Tights.Ebur_Tights'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Slacks,"1","Ebon Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Slacks/Ebon_Slacks.Ebon_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Slacks,"1","Furia Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Slacks/Furia_Slacks.Furia_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Slacks,"1","Ebur Slacks","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Slacks/Ebur_Slacks.Ebur_Slacks'","Elvaan_Female"
Elvaan_Female_Legs_Ebon_Pants,"1","Ebon Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebon_Pants/Ebon_Pants.Ebon_Pants'","Elvaan_Female"
Elvaan_Female_Legs_Furia_Pants,"1","Furia Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Furia_Pants/Furia_Pants.Furia_Pants'","Elvaan_Female"
Elvaan_Female_Legs_Ebur_Pants,"1","Ebur Pants","","Legs","SkeletalMesh'/Game/FF11/Characters/Gear/Elvaan_Female/Legs/Ebur_Pants/Ebur_Pants.Ebur_Pants'","Elvaan_Female"
